date,maxTemp,minTemp,,
1986/3/1,72,42,,
1986/3/2,63,35,,
1986/3/3,61,39,,
1986/3/4,72,31,,
1986/3/5,63,37,,
1986/3/6,67,30,,
1986/3/7,68,30,,
1986/3/8,74,44,,
1986/3/9,62,47,,
1986/3/10,51,32,,
1986/3/11,52,32,,
1986/3/12,49,30,,
1986/3/13,49,29,,
1986/3/14,54,24,,
1986/3/15,49,32,,
1986/3/16,49,29,,
1986/3/17,44,36,,
1986/3/18,40,33,,
1986/3/19,40,24,,
1986/3/20,53,26,,
1986/3/21,70,31,,
1986/3/22,69,44,,
1986/3/23,69,33,,
1986/3/24,73,36,,
1986/3/25,66,39,,
1986/3/26,64,31,,
1986/3/27,78,37,,
1986/3/28,78,47,,
1986/3/29,78,47,,
1986/3/30,79,45,,
1986/3/31,72,41,,
1986/4/1,59,40,,
1986/4/2,64,40,,
1986/4/3,50,32,,
1986/4/4,48,21,,
1986/4/5,61,30,,
1986/4/6,68,33,,
1986/4/7,71,44,,
1986/4/8,61,43,,
1986/4/9,57,41,,
1986/4/10,65,39,,
1986/4/11,66,37,,
1986/4/12,63,38,,
1986/4/13,56,36,,
1986/4/14,60,23,,
1986/4/15,62,26,,
1986/4/16,63,35,,
1986/4/17,60,36,,
1986/4/18,53,33,,
1986/4/19,60,30,,
1986/4/20,66,37,,
1986/4/21,65,40,,
1986/4/22,83,41,,
1986/4/23,76,50,,
1986/4/24,70,43,,
1986/4/25,69,48,,
1986/4/26,58,42,,
1986/4/27,61,36,,
1986/4/28,73,38,,
1986/4/29,78,41,,
1986/4/30,77,43,,
1986/5/1,71,39,,
1986/5/2,83,45,,
1986/5/3,82,51,,
1986/5/4,85,45,,
1986/5/5,76,47,,
1986/5/6,68,39,,
1986/5/7,64,44,,
1986/5/8,49,37,,
1986/5/9,61,38,,
1986/5/10,72,36,,
1986/5/11,79,42,,
1986/5/12,79,43,,
1986/5/13,75,37,,
1986/5/14,72,47,,
1986/5/15,67,43,,
1986/5/16,47,37,,
1986/5/17,61,36,,
1986/5/18,71,39,,
1986/5/19,76,46,,
1986/5/20,82,46,,
1986/5/21,85,48,,
1986/5/22,77,47,,
1986/5/23,69,40,,
1986/5/24,68,43,,
1986/5/25,70,41,,
1986/5/26,69,41,,
1986/5/27,65,42,,
1986/5/28,69,48,,
1986/5/29,63,47,,
1986/5/30,74,41,,
1986/5/31,77,46,,
1986/6/1,77,51,,
1986/6/2,74,55,,
1986/6/3,80,51,,
1986/6/4,74,53,,
1986/6/5,74,53,,
1986/6/6,88,55,,
1986/6/7,86,55,,
1986/6/8,79,55,,
1986/6/9,73,52,,
1986/6/10,64,50,,
1986/6/11,81,42,,
1986/6/12,86,58,,
1986/6/13,84,50,,
1986/6/14,82,48,,
1986/6/15,91,51,,
1986/6/16,93,61,,
1986/6/17,87,58,,
1986/6/18,87,51,,
1986/6/19,85,59,,
1986/6/20,85,54,,
1986/6/21,91,54,,
1986/6/22,86,56,,
1986/6/23,89,54,,
1986/6/24,89,56,,
1986/6/25,85,56,,
1986/6/26,82,62,,
1986/6/27,91,56,,
1986/6/28,94,63,,
1986/6/29,90,61,,
1986/6/30,84,62,,
1986/7/1,87,53,,
1986/7/2,93,57,,
1986/7/3,94,62,,
1986/7/4,93,70,,
1986/7/5,82,59,,
1986/7/6,74,53,,
1986/7/7,85,53,,
1986/7/8,86,56,,
1986/7/9,87,53,,
1986/7/10,81,56,,
1986/7/11,89,55,,
1986/7/12,85,54,,
1986/7/13,94,57,,
1986/7/14,95,63,,
1986/7/15,91,62,,
1986/7/16,84,58,,
1986/7/17,86,54,,
1986/7/18,79,54,,
1986/7/19,78,55,,
1986/7/20,75,56,,
1986/7/21,83,53,,
1986/7/22,83,56,,
1986/7/23,86,59,,
1986/7/24,85,60,,
1986/7/25,87,55,,
1986/7/26,86,62,,
1986/7/27,90,54,,
1986/7/28,92,56,,
1986/7/29,93,59,,
1986/7/30,90,55,,
1986/7/31,82,55,,
1986/8/1,82,53,,
1986/8/2,82,62,,
1986/8/3,82,53,,
1986/8/4,89,52,,
1986/8/5,84,53,,
1986/8/6,91,56,,
1986/8/7,86,56,,
1986/8/8,85,55,,
1986/8/9,83,54,,
1986/8/10,81,51,,
1986/8/11,90,56,,
1986/8/12,85,57,,
1986/8/13,89,63,,
1986/8/14,82,56,,
1986/8/15,91,50,,
1986/8/16,95,66,,
1986/8/17,89,57,,
1986/8/18,97,59,,
1986/8/19,89,59,,
1986/8/20,80,63,,
1986/8/21,80,55,,
1986/8/22,81,61,,
1986/8/23,79,56,,
1986/8/24,87,54,,
1986/8/25,85,59,,
1986/8/26,77,57,,
1986/8/27,85,52,,
1986/8/28,81,53,,
1986/8/29,87,57,,
1986/8/30,82,60,,
1986/8/31,76,55,,
1986/9/1,72,48,,
1986/9/2,73,47,,
1986/9/3,83,50,,
1986/9/4,83,50,,
1986/9/5,83,54,,
1986/9/6,74,46,,
1986/9/7,53,44,,
1986/9/8,84,48,,
1986/9/9,80,53,,
1986/9/10,72,49,,
1986/9/11,77,42,,
1986/9/12,79,48,,
1986/9/13,67,45,,
1986/9/14,84,44,,
1986/9/15,72,47,,
1986/9/16,77,50,,
1986/9/17,83,46,,
1986/9/18,70,46,,
1986/9/19,71,43,,
1986/9/20,71,47,,
1986/9/21,71,47,,
1986/9/22,65,51,,
1986/9/23,73,48,,
1986/9/24,65,47,,
1986/9/25,73,49,,
1986/9/26,64,38,,
1986/9/27,69,34,,
1986/9/28,67,39,,
1986/9/29,59,42,,
1986/9/30,65,36,,
1986/10/1,68,35,,
1986/10/2,65,38,,
1986/10/3,52,38,,
1986/10/4,66,31,,
1986/10/5,59,36,,
1986/10/6,71,37,,
1986/10/7,76,40,,
1986/10/8,75,41,,
1986/10/9,64,44,,
1986/10/10,71,40,,
1986/10/11,46,28,,
1986/10/12,36,23,,
1986/10/13,64,21,,
1986/10/14,67,35,,
1986/10/15,67,34,,
1986/10/16,74,36,,
1986/10/17,72,38,,
1986/10/18,68,36,,
1986/10/19,59,42,,
1986/10/20,58,40,,
1986/10/21,48,40,,
1986/10/22,61,38,,
1986/10/23,51,42,,
1986/10/24,60,33,,
1986/10/25,67,39,,
1986/10/26,69,38,,
1986/10/27,61,39,,
1986/10/28,68,47,,
1986/10/29,70,38,,
1986/10/30,73,44,,
1986/10/31,65,33,,
1986/11/1,34,29,,
1986/11/2,45,24,,
1986/11/3,54,29,,
1986/11/4,54,38,,
1986/11/5,64,33,,
1986/11/6,51,38,,
1986/11/7,44,27,,
1986/11/8,36,24,,
1986/11/9,42,19,,
1986/11/10,35,7,,
1986/11/11,56,15,,
1986/11/12,48,10,,
1986/11/13,46,5,,
1986/11/14,64,26,,
1986/11/15,62,36,,
1986/11/16,60,40,,
1986/11/17,61,30,,
1986/11/18,54,32,,
1986/11/19,57,33,,
1986/11/20,57,28,,
1986/11/21,68,35,,
1986/11/22,60,36,,
1986/11/23,48,25,,
1986/11/24,62,29,,
1986/11/25,53,30,,
1986/11/26,50,24,,
1986/11/27,59,33,,
1986/11/28,69,37,,
1986/11/29,61,38,,
1986/11/30,44,30,,
1986/12/1,45,25,,
1986/12/2,49,26,,
1986/12/3,33,17,,
1986/12/4,35,18,,
1986/12/5,56,22,,
1986/12/6,40,25,,
1986/12/7,34,25,,
1986/12/8,39,20,,
1986/12/9,27,13,,
1986/12/10,35,-2,,
1986/12/11,42,16,,
1986/12/12,44,20,,
1986/12/13,52,19,,
1986/12/14,49,32,,
1986/12/15,51,25,,
1986/12/16,53,26,,
1986/12/17,45,24,,
1986/12/18,49,18,,
1986/12/19,52,26,,
1986/12/20,46,24,,
1986/12/21,44,22,,
1986/12/22,51,21,,
1986/12/23,53,23,,
1986/12/24,42,28,,
1986/12/25,39,19,,
1986/12/26,40,18,,
1986/12/27,45,22,,
1986/12/28,51,23,,
1986/12/29,55,25,,
1986/12/30,55,35,,
1986/12/31,43,28,,
1987/1/1,36,14,,
1987/1/2,43,23,,
1987/1/3,51,24,,
1987/1/4,61,28,,
1987/1/5,52,32,,
1987/1/6,43,29,,
1987/1/7,33,27,,
1987/1/8,31,26,,
1987/1/9,42,17,,
1987/1/10,49,21,,
1987/1/11,64,29,,
1987/1/12,61,33,,
1987/1/13,59,31,,
1987/1/14,41,25,,
1987/1/15,30,8,,
1987/1/16,12,0,,
1987/1/17,29,-4,,
1987/1/18,37,15,,
1987/1/19,30,18,,
1987/1/20,30,5,,
1987/1/21,38,11,,
1987/1/22,46,11,,
1987/1/23,51,29,,
1987/1/24,50,30,,
1987/1/25,51,36,,
1987/1/26,58,32,,
1987/1/27,65,49,,
1987/1/28,62,31,,
1987/1/29,53,28,,
1987/1/30,51,21,,
1987/1/31,55,30,,
1987/2/1,61,29,,
1987/2/2,64,38,,
1987/2/3,57,28,,
1987/2/4,44,26,,
1987/2/5,49,19,,
1987/2/6,60,26,,
1987/2/7,74,37,,
1987/2/8,61,31,,
1987/2/9,64,28,,
1987/2/10,58,37,,
1987/2/11,59,36,,
1987/2/12,59,30,,
1987/2/13,61,33,,
1987/2/14,52,33,,
1987/2/15,44,26,,
1987/2/16,37,30,,
1987/2/17,38,29,,
1987/2/18,38,28,,
1987/2/19,32,26,,
1987/2/20,34,24,,
1987/2/21,41,12,,
1987/2/22,43,14,,
1987/2/23,41,20,,
1987/2/24,35,21,,
1987/2/25,35,23,,
1987/2/26,31,21,,
1987/2/27,31,5,,
1987/2/28,45,12,,
1987/3/1,54,18,,
1987/3/2,54,31,,
1987/3/3,60,29,,
1987/3/4,65,33,,
1987/3/5,71,33,,
1987/3/6,71,34,,
1987/3/7,68,38,,
1987/3/8,58,29,,
1987/3/9,29,16,,
1987/3/10,48,19,,
1987/3/11,58,27,,
1987/3/12,63,29,,
1987/3/13,68,35,,
1987/3/14,60,43,,
1987/3/15,51,35,,
1987/3/16,45,31,,
1987/3/17,41,27,,
1987/3/18,60,28,,
1987/3/19,58,28,,
1987/3/20,54,35,,
1987/3/21,46,23,,
1987/3/22,46,28,,
1987/3/23,44,24,,
1987/3/24,41,22,,
1987/3/25,44,26,,
1987/3/26,58,22,,
1987/3/27,51,27,,
1987/3/28,29,15,,
1987/3/29,23,8,,
1987/3/30,49,9,,
1987/3/31,65,32,,
1987/4/1,60,30,,
1987/4/2,46,16,,
1987/4/3,64,24,,
1987/4/4,56,28,,
1987/4/5,50,29,,
1987/4/6,57,27,,
1987/4/7,58,30,,
1987/4/8,70,31,,
1987/4/9,62,40,,
1987/4/10,64,31,,
1987/4/11,65,38,,
1987/4/12,60,32,,
1987/4/13,46,22,,
1987/4/14,66,28,,
1987/4/15,77,44,,
1987/4/16,77,46,,
1987/4/17,83,53,,
1987/4/18,84,50,,
1987/4/19,77,47,,
1987/4/20,58,32,,
1987/4/21,59,25,,
1987/4/22,75,36,,
1987/4/23,80,42,,
1987/4/24,82,45,,
1987/4/25,80,46,,
1987/4/26,79,47,,
1987/4/27,67,49,,
1987/4/28,81,43,,
1987/4/29,80,48,,
1987/4/30,77,51,,
1987/5/1,74,46,,
1987/5/2,68,43,,
1987/5/3,50,42,,
1987/5/4,55,41,,
1987/5/5,61,43,,
1987/5/6,71,47,,
1987/5/7,75,43,,
1987/5/8,79,44,,
1987/5/9,83,49,,
1987/5/10,81,54,,
1987/5/11,75,48,,
1987/5/12,76,46,,
1987/5/13,81,58,,
1987/5/14,82,49,,
1987/5/15,84,49,,
1987/5/16,78,49,,
1987/5/17,71,53,,
1987/5/18,77,45,,
1987/5/19,73,48,,
1987/5/20,62,51,,
1987/5/21,54,43,,
1987/5/22,67,37,,
1987/5/23,67,51,,
1987/5/24,65,49,,
1987/5/25,74,41,,
1987/5/26,70,46,,
1987/5/27,70,38,,
1987/5/28,73,40,,
1987/5/29,69,48,,
1987/5/30,76,45,,
1987/5/31,83,46,,
1987/6/1,80,50,,
1987/6/2,80,45,,
1987/6/3,76,50,,
1987/6/4,85,44,,
1987/6/5,90,55,,
1987/6/6,87,55,,
1987/6/7,87,61,,
1987/6/8,77,59,,
1987/6/9,72,55,,
1987/6/10,84,50,,
1987/6/11,86,53,,
1987/6/12,88,53,,
1987/6/13,88,56,,
1987/6/14,87,57,,
1987/6/15,86,51,,
1987/6/16,90,56,,
1987/6/17,88,53,,
1987/6/18,81,54,,
1987/6/19,83,52,,
1987/6/20,88,52,,
1987/6/21,86,59,,
1987/6/22,90,60,,
1987/6/23,79,51,,
1987/6/24,80,52,,
1987/6/25,80,50,,
1987/6/26,85,53,,
1987/6/27,92,59,,
1987/6/28,87,55,,
1987/6/29,79,54,,
1987/6/30,70,50,,
1987/7/1,86,51,,
1987/7/2,85,54,,
1987/7/3,87,52,,
1987/7/4,84,53,,
1987/7/5,87,52,,
1987/7/6,92,64,,
1987/7/7,85,57,,
1987/7/8,84,53,,
1987/7/9,92,53,,
1987/7/10,91,59,,
1987/7/11,81,56,,
1987/7/12,73,48,,
1987/7/13,79,44,,
1987/7/14,82,50,,
1987/7/15,91,54,,
1987/7/16,95,56,,
1987/7/17,87,57,,
1987/7/18,90,50,,
1987/7/19,89,64,,
1987/7/20,94,64,,
1987/7/21,93,58,,
1987/7/22,89,58,,
1987/7/23,94,58,,
1987/7/24,94,61,,
1987/7/25,95,61,,
1987/7/26,93,60,,
1987/7/27,93,62,,
1987/7/28,90,65,,
1987/7/29,91,61,,
1987/7/30,92,63,,
1987/7/31,90,64,,
1987/8/1,91,63,,
1987/8/2,94,61,,
1987/8/3,88,59,,
1987/8/4,84,55,,
1987/8/5,95,55,,
1987/8/6,91,69,,
1987/8/7,83,59,,
1987/8/8,78,54,,
1987/8/9,85,56,,
1987/8/10,90,52,,
1987/8/11,90,64,,
1987/8/12,80,57,,
1987/8/13,76,52,,
1987/8/14,88,51,,
1987/8/15,89,63,,
1987/8/16,86,53,,
1987/8/17,91,53,,
1987/8/18,81,48,,
1987/8/19,94,51,,
1987/8/20,94,61,,
1987/8/21,88,63,,
1987/8/22,65,55,,
1987/8/23,58,52,,
1987/8/24,66,54,,
1987/8/25,79,53,,
1987/8/26,70,52,,
1987/8/27,69,49,,
1987/8/28,81,46,,
1987/8/29,84,50,,
1987/8/30,78,50,,
1987/8/31,83,46,,
1987/9/1,83,53,,
1987/9/2,88,51,,
1987/9/3,90,64,,
1987/9/4,79,55,,
1987/9/5,73,47,,
1987/9/6,79,47,,
1987/9/7,71,48,,
1987/9/8,82,45,,
1987/9/9,76,51,,
1987/9/10,74,50,,
1987/9/11,71,42,,
1987/9/12,83,42,,
1987/9/13,85,52,,
1987/9/14,79,49,,
1987/9/15,71,47,,
1987/9/16,78,44,,
1987/9/17,65,46,,
1987/9/18,70,35,,
1987/9/19,71,38,,
1987/9/20,72,46,,
1987/9/21,72,38,,
1987/9/22,77,38,,
1987/9/23,84,44,,
1987/9/24,85,47,,
1987/9/25,83,48,,
1987/9/26,83,47,,
1987/9/27,73,58,,
1987/9/28,68,37,,
1987/9/29,72,38,,
1987/9/30,77,39,,
1987/10/1,80,49,,
1987/10/2,77,42,,
1987/10/3,84,46,,
1987/10/4,84,48,,
1987/10/5,74,40,,
1987/10/6,71,36,,
1987/10/7,79,36,,
1987/10/8,76,47,,
1987/10/9,64,35,,
1987/10/10,51,28,,
1987/10/11,70,26,,
1987/10/12,78,35,,
1987/10/13,69,51,,
1987/10/14,55,35,,
1987/10/15,68,37,,
1987/10/16,58,37,,
1987/10/17,72,33,,
1987/10/18,58,34,,
1987/10/19,44,29,,
1987/10/20,54,28,,
1987/10/21,74,27,,
1987/10/22,63,32,,
1987/10/23,68,35,,
1987/10/24,58,31,,
1987/10/25,67,38,,
1987/10/26,69,51,,
1987/10/27,64,29,,
1987/10/28,76,36,,
1987/10/29,78,44,,
1987/10/30,60,47,,
1987/10/31,63,44,,
1987/11/1,64,43,,
1987/11/2,67,45,,
1987/11/3,69,37,,
1987/11/4,67,39,,
1987/11/5,67,32,,
1987/11/6,62,40,,
1987/11/7,61,34,,
1987/11/8,56,35,,
1987/11/9,58,27,,
1987/11/10,61,28,,
1987/11/11,62,34,,
1987/11/12,63,35,,
1987/11/13,59,40,,
1987/11/14,50,38,,
1987/11/15,43,28,,
1987/11/16,36,18,,
1987/11/17,40,19,,
1987/11/18,44,14,,
1987/11/19,54,24,,
1987/11/20,58,29,,
1987/11/21,62,29,,
1987/11/22,53,35,,
1987/11/23,45,23,,
1987/11/24,45,26,,
1987/11/25,42,20,,
1987/11/26,33,25,,
1987/11/27,39,18,,
1987/11/28,47,16,,
1987/11/29,38,20,,
1987/11/30,44,19,,
1987/12/1,52,20,,
1987/12/2,58,33,,
1987/12/3,65,40,,
1987/12/4,61,41,,
1987/12/5,60,40,,
1987/12/6,60,38,,
1987/12/7,62,33,,
1987/12/8,52,27,,
1987/12/9,48,24,,
1987/12/10,64,36,,
1987/12/11,54,29,,
1987/12/12,35,16,,
1987/12/13,26,16,,
1987/12/14,20,5,,
1987/12/15,35,0,,
1987/12/16,33,8,,
1987/12/17,43,14,,
1987/12/18,41,25,,
1987/12/19,36,20,,
1987/12/20,32,20,,
1987/12/21,44,16,,
1987/12/22,40,22,,
1987/12/23,31,18,,
1987/12/24,18,11,,
1987/12/25,22,-2,,
1987/12/26,25,4,,
1987/12/27,26,16,,
1987/12/28,44,16,,
1987/12/29,39,12,,
1987/12/30,40,18,,
1987/12/31,28,0,,
1988/1/1,27,2,,
1988/1/2,34,2,,
1988/1/3,33,3,,
1988/1/4,17,-2,,
1988/1/5,15,4,,
1988/1/6,13,7,,
1988/1/7,26,-1,,
1988/1/8,26,6,,
1988/1/9,40,3,,
1988/1/10,53,18,,
1988/1/11,59,33,,
1988/1/12,34,23,,
1988/1/13,42,11,,
1988/1/14,51,26,,
1988/1/15,62,33,,
1988/1/16,53,28,,
1988/1/17,47,17,,
1988/1/18,33,20,,
1988/1/19,27,19,,
1988/1/20,34,9,,
1988/1/21,33,12,,
1988/1/22,38,11,,
1988/1/23,51,28,,
1988/1/24,34,17,,
1988/1/25,47,20,,
1988/1/26,49,22,,
1988/1/27,62,23,,
1988/1/28,67,32,,
1988/1/29,66,40,,
1988/1/30,55,38,,
1988/1/31,41,20,,
1988/2/1,21,9,,
1988/2/2,33,6,,
1988/2/3,36,18,,
1988/2/4,37,20,,
1988/2/5,33,8,,
1988/2/6,52,6,,
1988/2/7,46,24,,
1988/2/8,51,29,,
1988/2/9,54,22,,
1988/2/10,47,10,,
1988/2/11,49,4,,
1988/2/12,58,30,,
1988/2/13,63,38,,
1988/2/14,44,29,,
1988/2/15,60,30,,
1988/2/16,49,28,,
1988/2/17,40,11,,
1988/2/18,43,11,,
1988/2/19,48,18,,
1988/2/20,54,33,,
1988/2/21,65,41,,
1988/2/22,54,27,,
1988/2/23,38,18,,
1988/2/24,47,18,,
1988/2/25,63,25,,
1988/2/26,65,31,,
1988/2/27,66,30,,
1988/2/28,55,36,,
1988/2/29,64,28,,
1988/3/1,61,36,,
1988/3/2,52,26,,
1988/3/3,47,25,,
1988/3/4,49,29,,
1988/3/5,58,25,,
1988/3/6,61,30,,
1988/3/7,54,31,,
1988/3/8,53,25,,
1988/3/9,69,34,,
1988/3/10,59,32,,
1988/3/11,38,27,,
1988/3/12,33,19,,
1988/3/13,28,4,,
1988/3/14,49,15,,
1988/3/15,41,20,,
1988/3/16,33,20,,
1988/3/17,33,10,,
1988/3/18,49,12,,
1988/3/19,67,36,,
1988/3/20,69,39,,
1988/3/21,73,43,,
1988/3/22,64,42,,
1988/3/23,70,33,,
1988/3/24,62,35,,
1988/3/25,59,32,,
1988/3/26,70,33,,
1988/3/27,75,43,,
1988/3/28,68,25,,
1988/3/29,55,19,,
1988/3/30,47,30,,
1988/3/31,33,24,,
1988/4/1,41,15,,
1988/4/2,61,30,,
1988/4/3,72,34,,
1988/4/4,70,47,,
1988/4/5,61,39,,
1988/4/6,79,41,,
1988/4/7,86,44,,
1988/4/8,74,33,,
1988/4/9,37,27,,
1988/4/10,55,20,,
1988/4/11,69,31,,
1988/4/12,76,40,,
1988/4/13,78,51,,
1988/4/14,64,35,,
1988/4/15,65,34,,
1988/4/16,70,39,,
1988/4/17,61,44,,
1988/4/18,72,33,,
1988/4/19,70,42,,
1988/4/20,72,41,,
1988/4/21,71,51,,
1988/4/22,52,32,,
1988/4/23,55,27,,
1988/4/24,61,38,,
1988/4/25,66,38,,
1988/4/26,60,28,,
1988/4/27,69,29,,
1988/4/28,71,41,,
1988/4/29,74,50,,
1988/4/30,84,43,,
1988/5/1,79,48,,
1988/5/2,51,33,,
1988/5/3,60,28,,
1988/5/4,68,34,,
1988/5/5,81,36,,
1988/5/6,74,50,,
1988/5/7,65,40,,
1988/5/8,63,43,,
1988/5/9,71,37,,
1988/5/10,65,47,,
1988/5/11,76,41,,
1988/5/12,83,46,,
1988/5/13,89,52,,
1988/5/14,86,60,,
1988/5/15,80,46,,
1988/5/16,89,45,,
1988/5/17,85,63,,
1988/5/18,71,53,,
1988/5/19,53,42,,
1988/5/20,54,40,,
1988/5/21,62,39,,
1988/5/22,60,47,,
1988/5/23,68,46,,
1988/5/24,78,45,,
1988/5/25,78,46,,
1988/5/26,83,46,,
1988/5/27,84,50,,
1988/5/28,85,48,,
1988/5/29,85,48,,
1988/5/30,81,47,,
1988/5/31,70,50,,
1988/6/1,75,40,,
1988/6/2,78,46,,
1988/6/3,80,51,,
1988/6/4,87,50,,
1988/6/5,85,52,,
1988/6/6,90,48,,
1988/6/7,92,65,,
1988/6/8,91,63,,
1988/6/9,90,61,,
1988/6/10,87,49,,
1988/6/11,84,55,,
1988/6/12,82,50,,
1988/6/13,74,53,,
1988/6/14,76,48,,
1988/6/15,81,50,,
1988/6/16,85,49,,
1988/6/17,90,59,,
1988/6/18,91,58,,
1988/6/19,93,61,,
1988/6/20,93,63,,
1988/6/21,92,64,,
1988/6/22,89,65,,
1988/6/23,92,61,,
1988/6/24,98,60,,
1988/6/25,86,64,,
1988/6/26,82,56,,
1988/6/27,87,60,,
1988/6/28,86,56,,
1988/6/29,78,63,,
1988/6/30,77,64,,
1988/7/1,89,51,,
1988/7/2,89,54,,
1988/7/3,94,54,,
1988/7/4,89,63,,
1988/7/5,91,54,,
1988/7/6,93,63,,
1988/7/7,87,62,,
1988/7/8,82,58,,
1988/7/9,84,55,,
1988/7/10,86,58,,
1988/7/11,87,52,,
1988/7/12,90,55,,
1988/7/13,96,60,,
1988/7/14,92,71,,
1988/7/15,87,59,,
1988/7/16,91,61,,
1988/7/17,87,57,,
1988/7/18,87,57,,
1988/7/19,80,51,,
1988/7/20,80,48,,
1988/7/21,92,48,,
1988/7/22,93,53,,
1988/7/23,91,68,,
1988/7/24,92,53,,
1988/7/25,89,57,,
1988/7/26,83,56,,
1988/7/27,89,56,,
1988/7/28,85,60,,
1988/7/29,87,59,,
1988/7/30,88,59,,
1988/7/31,90,59,,
1988/8/1,92,61,,
1988/8/2,90,63,,
1988/8/3,83,62,,
1988/8/4,78,58,,
1988/8/5,84,54,,
1988/8/6,83,60,,
1988/8/7,81,61,,
1988/8/8,86,55,,
1988/8/9,88,52,,
1988/8/10,91,51,,
1988/8/11,92,57,,
1988/8/12,86,58,,
1988/8/13,91,63,,
1988/8/14,96,63,,
1988/8/15,97,58,,
1988/8/16,88,61,,
1988/8/17,76,55,,
1988/8/18,85,52,,
1988/8/19,89,55,,
1988/8/20,94,53,,
1988/8/21,85,63,,
1988/8/22,84,60,,
1988/8/23,89,54,,
1988/8/24,91,56,,
1988/8/25,88,54,,
1988/8/26,93,54,,
1988/8/27,78,55,,
1988/8/28,76,46,,
1988/8/29,82,53,,
1988/8/30,88,50,,
1988/8/31,90,63,,
1988/9/1,80,55,,
1988/9/2,81,54,,
1988/9/3,81,53,,
1988/9/4,80,44,,
1988/9/5,86,45,,
1988/9/6,90,52,,
1988/9/7,93,56,,
1988/9/8,85,53,,
1988/9/9,90,47,,
1988/9/10,86,61,,
1988/9/11,74,53,,
1988/9/12,53,40,,
1988/9/13,48,44,,
1988/9/14,60,42,,
1988/9/15,71,42,,
1988/9/16,83,48,,
1988/9/17,86,53,,
1988/9/18,83,51,,
1988/9/19,74,46,,
1988/9/20,82,39,,
1988/9/21,78,52,,
1988/9/22,73,47,,
1988/9/23,75,40,,
1988/9/24,82,43,,
1988/9/25,84,47,,
1988/9/26,82,48,,
1988/9/27,76,46,,
1988/9/28,65,47,,
1988/9/29,68,33,,
1988/9/30,70,36,,
1988/10/1,67,45,,
1988/10/2,76,39,,
1988/10/3,70,44,,
1988/10/4,57,42,,
1988/10/5,57,36,,
1988/10/6,64,42,,
1988/10/7,69,38,,
1988/10/8,76,42,,
1988/10/9,64,44,,
1988/10/10,71,46,,
1988/10/11,76,39,,
1988/10/12,80,44,,
1988/10/13,76,48,,
1988/10/14,79,43,,
1988/10/15,76,49,,
1988/10/16,77,47,,
1988/10/17,71,51,,
1988/10/18,71,41,,
1988/10/19,65,38,,
1988/10/20,69,36,,
1988/10/21,71,35,,
1988/10/22,77,40,,
1988/10/23,71,30,,
1988/10/24,74,35,,
1988/10/25,57,35,,
1988/10/26,77,33,,
1988/10/27,66,37,,
1988/10/28,54,25,,
1988/10/29,62,34,,
1988/10/30,70,36,,
1988/10/31,73,37,,
1988/11/1,75,38,,
1988/11/2,67,46,,
1988/11/3,62,45,,
1988/11/4,55,44,,
1988/11/5,58,29,,
1988/11/6,73,30,,
1988/11/7,62,41,,
1988/11/8,61,26,,
1988/11/9,51,37,,
1988/11/10,45,24,,
1988/11/11,54,28,,
1988/11/12,62,26,,
1988/11/13,65,34,,
1988/11/14,69,34,,
1988/11/15,57,28,,
1988/11/16,44,21,,
1988/11/17,47,18,,
1988/11/18,40,22,,
1988/11/19,40,17,,
1988/11/20,46,21,,
1988/11/21,50,27,,
1988/11/22,55,27,,
1988/11/23,70,37,,
1988/11/24,61,37,,
1988/11/25,39,27,,
1988/11/26,35,22,,
1988/11/27,33,13,,
1988/11/28,61,24,,
1988/11/29,43,26,,
1988/11/30,46,20,,
1988/12/1,61,31,,
1988/12/2,65,28,,
1988/12/3,55,28,,
1988/12/4,59,23,,
1988/12/5,61,27,,
1988/12/6,53,31,,
1988/12/7,35,20,,
1988/12/8,27,14,,
1988/12/9,46,14,,
1988/12/10,46,22,,
1988/12/11,43,24,,
1988/12/12,54,25,,
1988/12/13,63,25,,
1988/12/14,56,26,,
1988/12/15,26,14,,
1988/12/16,41,6,,
1988/12/17,53,24,,
1988/12/18,63,30,,
1988/12/19,52,35,,
1988/12/20,44,28,,
1988/12/21,44,20,,
1988/12/22,41,26,,
1988/12/23,38,16,,
1988/12/24,33,15,,
1988/12/25,30,16,,
1988/12/26,32,11,,
1988/12/27,30,0,,
1988/12/28,23,3,,
1988/12/29,41,8,,
1988/12/30,39,15,,
1988/12/31,52,19,,
1989/1/1,46,20,,
1989/1/2,52,20,,
1989/1/3,60,37,,
1989/1/4,56,31,,
1989/1/5,56,37,,
1989/1/6,53,30,,
1989/1/7,37,19,,
1989/1/8,29,13,,
1989/1/9,43,17,,
1989/1/10,58,29,,
1989/1/11,45,20,,
1989/1/12,29,6,,
1989/1/13,39,5,,
1989/1/14,44,18,,
1989/1/15,36,14,,
1989/1/16,53,19,,
1989/1/17,56,32,,
1989/1/18,58,26,,
1989/1/19,51,36,,
1989/1/20,56,20,,
1989/1/21,61,32,,
1989/1/22,63,29,,
1989/1/23,54,30,,
1989/1/24,38,22,,
1989/1/25,29,23,,
1989/1/26,49,11,,
1989/1/27,59,20,,
1989/1/28,43,25,,
1989/1/29,47,15,,
1989/1/30,67,29,,
1989/1/31,69,39,,
1989/2/1,55,11,,
1989/2/2,11,-7,,
1989/2/3,-5,-17,,
1989/2/4,-12,-18,,
1989/2/5,6,-24,,
1989/2/6,18,-10,,
